texto,estilo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
La pachita será revisada mañana por el comité.,neutro
La información sobre la yapa está en el portal oficial.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
"Genial, otra maravilla cortesía de la pe, pe.",irónico
Se programó una sesión informativa sobre la jale.,neutro
"Deja de joder con tu wawa, pe, en serio.",agresivo
Solicito confirmación de recepción de la documentación pertinente.,formal
¡Que no te vea merodeando con esa mishi o verás!,agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
"¡Excelente, más pe para alegrar el día… dijo nadie!",irónico
"¡Excelente, más pata para alegrar el día… dijo nadie!",irónico
Se programó una sesión informativa sobre la wawa.,neutro
"¡Excelente, más jale para alegrar el día… dijo nadie!",irónico
El horario de atención para la pe es de 8 a 16 horas.,neutro
"Claro, porque la chamba siempre soluciona todo… jajaja.",irónico
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"No sé si convenga meterse en esa pe, ya tú sabes.",evasivo
"No sé si convenga meterse en esa pata, ya tú sabes.",evasivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
Quedo atento a comentarios adicionales sobre la chamba.,formal
"No sé si convenga meterse en esa pata, ya tú sabes.",evasivo
"¡Excelente, más pachita para alegrar el día… dijo nadie!",irónico
La información sobre la chamba está en el portal oficial.,neutro
"Deja de joder con tu chamba, pe, en serio.",agresivo
El horario de atención para la achachila es de 8 a 16 horas.,neutro
"Bueno pe, ya veremos qué onda con esa jale.",evasivo
El horario de atención para la wawa es de 8 a 16 horas.,neutro
"¡Qué original tu idea de la pachita, nunca lo había oído!",irónico
El horario de atención para la jato es de 8 a 16 horas.,neutro
"Sí, seguro la jato vendrá volando cuando menos lo esperemos.",irónico
"¡Excelente, más wawa para alegrar el día… dijo nadie!",irónico
"Genial, otra maravilla cortesía de la pachita, pe.",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
La ñañu será revisada mañana por el comité.,neutro
¡Que no te vea merodeando con esa apunada o verás!,agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
Se programó una sesión informativa sobre la pe.,neutro
El horario de atención para la pe es de 8 a 16 horas.,neutro
"Sí, seguro la yapa vendrá volando cuando menos lo esperemos.",irónico
Quedo atento a comentarios adicionales sobre la ñañu.,formal
"Bueno pe, ya veremos qué onda con esa ñañu.",evasivo
El horario de atención para la pe es de 8 a 16 horas.,neutro
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
Se programó una sesión informativa sobre la mishi.,neutro
La jato se encuentra disponible en la oficina central.,neutro
La información sobre la apunada está en el portal oficial.,neutro
"No sé si convenga meterse en esa achachila, ya tú sabes.",evasivo
El horario de atención para la achachila es de 8 a 16 horas.,neutro
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
La chuchu se encuentra disponible en la oficina central.,neutro
"Por favor, remítase al informe sobre la wawa adjunto.",formal
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
La información sobre la apunada está en el portal oficial.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
"Estimado señor, le agradecería clarificar lo relativo a la pe.",formal
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
La información sobre la pata está en el portal oficial.,neutro
"Deja de joder con tu yapa, pe, en serio.",agresivo
"Deja de joder con tu chamba, pe, en serio.",agresivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
La chuchu se encuentra disponible en la oficina central.,neutro
"Estimado señor, le agradecería clarificar lo relativo a la jato.",formal
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Deja de joder con tu chalina, pe, en serio.",agresivo
La apunada se encuentra disponible en la oficina central.,neutro
El horario de atención para la pe es de 8 a 16 horas.,neutro
El horario de atención para la wawa es de 8 a 16 horas.,neutro
"¡No me rolees con esa jato, cómo te atreves!",agresivo
"¡No me rolees con esa chalina, cómo te atreves!",agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Por favor, remítase al informe sobre la chalina adjunto.",formal
La jato se encuentra disponible en la oficina central.,neutro
La pata se encuentra disponible en la oficina central.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"¡Excelente, más chamba para alegrar el día… dijo nadie!",irónico
"Genial, otra maravilla cortesía de la mishi, pe.",irónico
"¡No me rolees con esa pata, cómo te atreves!",agresivo
La pachita será revisada mañana por el comité.,neutro
"Claro, porque la yapa siempre soluciona todo… jajaja.",irónico
"Deja de joder con tu wawa, pe, en serio.",agresivo
"¡Qué original tu idea de la wawa, nunca lo había oído!",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
La chamba se encuentra disponible en la oficina central.,neutro
"¡Excelente, más wawa para alegrar el día… dijo nadie!",irónico
El horario de atención para la achachila es de 8 a 16 horas.,neutro
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Sí, seguro la jato vendrá volando cuando menos lo esperemos.",irónico
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"¡Qué original tu idea de la jato, nunca lo había oído!",irónico
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"Genial, otra maravilla cortesía de la jale, pe.",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Por favor, remítase al informe sobre la pachita adjunto.",formal
"Eso se hablará después, pata, no me presiones.",evasivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"¡No me rolees con esa yapa, cómo te atreves!",agresivo
"Estimado señor, le agradecería clarificar lo relativo a la jale.",formal
"Claro, porque la achachila siempre soluciona todo… jajaja.",irónico
Quedo atento a comentarios adicionales sobre la chalina.,formal
"Deja de joder con tu apunada, pe, en serio.",agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Genial, otra maravilla cortesía de la jato, pe.",irónico
"¡Excelente, más pata para alegrar el día… dijo nadie!",irónico
La información sobre la chuchu está en el portal oficial.,neutro
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Sí, seguro la yapa vendrá volando cuando menos lo esperemos.",irónico
La yapa será revisada mañana por el comité.,neutro
"¡Excelente, más achachila para alegrar el día… dijo nadie!",irónico
"Sí, seguro la pata vendrá volando cuando menos lo esperemos.",irónico
"¡No me rolees con esa chamba, cómo te atreves!",agresivo
"Deja de joder con tu chamba, pe, en serio.",agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
¡Que no te vea merodeando con esa pata o verás!,agresivo
"¡Qué original tu idea de la pachita, nunca lo había oído!",irónico
"No sé si convenga meterse en esa yapa, ya tú sabes.",evasivo
¡Que no te vea merodeando con esa pe o verás!,agresivo
"Claro, porque la pe siempre soluciona todo… jajaja.",irónico
"¡Qué original tu idea de la pe, nunca lo había oído!",irónico
El horario de atención para la jale es de 8 a 16 horas.,neutro
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Genial, otra maravilla cortesía de la chalina, pe.",irónico
"Eso se hablará después, pata, no me presiones.",evasivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Estimado señor, le agradecería clarificar lo relativo a la achachila.",formal
Solicito confirmación de recepción de la documentación pertinente.,formal
"¡No me rolees con esa jato, cómo te atreves!",agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
La jato será revisada mañana por el comité.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"No sé si convenga meterse en esa yapa, ya tú sabes.",evasivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"Eso se hablará después, pata, no me presiones.",evasivo
"Genial, otra maravilla cortesía de la pachita, pe.",irónico
Quedo atento a comentarios adicionales sobre la yapa.,formal
"Claro, porque la achachila siempre soluciona todo… jajaja.",irónico
La pata se encuentra disponible en la oficina central.,neutro
"¡No me rolees con esa jato, cómo te atreves!",agresivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Sí, seguro la jato vendrá volando cuando menos lo esperemos.",irónico
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
Quedo atento a comentarios adicionales sobre la chuchu.,formal
"Deja de joder con tu apunada, pe, en serio.",agresivo
"Por favor, remítase al informe sobre la pata adjunto.",formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"Por favor, remítase al informe sobre la achachila adjunto.",formal
"Eso se hablará después, pata, no me presiones.",evasivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
¡Que no te vea merodeando con esa yapa o verás!,agresivo
"¡No me rolees con esa achachila, cómo te atreves!",agresivo
La mishi se encuentra disponible en la oficina central.,neutro
"Claro, porque la mishi siempre soluciona todo… jajaja.",irónico
¡Que no te vea merodeando con esa chuchu o verás!,agresivo
La chalina se encuentra disponible en la oficina central.,neutro
La chuchu será revisada mañana por el comité.,neutro
¡Que no te vea merodeando con esa mishi o verás!,agresivo
La mishi será revisada mañana por el comité.,neutro
La información sobre la jale está en el portal oficial.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Sí, seguro la chuchu vendrá volando cuando menos lo esperemos.",irónico
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Claro, porque la ñañu siempre soluciona todo… jajaja.",irónico
"No sé si convenga meterse en esa pe, ya tú sabes.",evasivo
"Eso se hablará después, pata, no me presiones.",evasivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Deja de joder con tu chamba, pe, en serio.",agresivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
Quedo atento a comentarios adicionales sobre la pata.,formal
Quedo atento a comentarios adicionales sobre la pata.,formal
"¡Qué original tu idea de la pachita, nunca lo había oído!",irónico
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Estimado señor, le agradecería clarificar lo relativo a la yapa.",formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Claro, porque la achachila siempre soluciona todo… jajaja.",irónico
Quedo atento a comentarios adicionales sobre la apunada.,formal
"Genial, otra maravilla cortesía de la achachila, pe.",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
"Genial, otra maravilla cortesía de la yapa, pe.",irónico
La pata será revisada mañana por el comité.,neutro
La información sobre la mishi está en el portal oficial.,neutro
La jale será revisada mañana por el comité.,neutro
El horario de atención para la pachita es de 8 a 16 horas.,neutro
La chalina será revisada mañana por el comité.,neutro
"Deja de joder con tu pe, pe, en serio.",agresivo
¡Que no te vea merodeando con esa pe o verás!,agresivo
"¡No me rolees con esa yapa, cómo te atreves!",agresivo
"Por favor, remítase al informe sobre la jale adjunto.",formal
La información sobre la pe está en el portal oficial.,neutro
"Genial, otra maravilla cortesía de la pata, pe.",irónico
Quedo atento a comentarios adicionales sobre la chalina.,formal
La chamba se encuentra disponible en la oficina central.,neutro
¡Que no te vea merodeando con esa pachita o verás!,agresivo
"¡No me rolees con esa jale, cómo te atreves!",agresivo
Quedo atento a comentarios adicionales sobre la chalina.,formal
